id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"3,913",Parasite (기생충),2019-05-30,11800000,53369745,253267858,53369745,199898113,253267858,1327558,5955829,7283387,393216,9.39,62732798,2020-01-28,R,132,,"2020 Oscars Best Picture Nominee,Oscars Best Picture Winner,Black Comedy,Dysfunctional Family,False Identity,Money Troubles",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Barunson E&A,Neon Films,CJ Entertainment",Republic of Korea,Korean,"October 11th, 2019 (Limited) byNeon, released asParasiteNovember 8th, 2019 (Expands Wide) byNeon, released asParasiteFebruary 7th, 2025 (IMAX) byNeon, released asParasite","May 30th, 2019 (Wide), released asgi saeng chung(South Korea)June 7th, 2019 (Wide), released asGisaengchung(France)June 14th, 2019 (Wide), released asGisaengchung(Hong Kong)June 21st, 2019 (Wide), released asParasite(Australia)June 27th, 2019 (Wide), released asParasite(New Zealand)... Show all releases","3 opening theaters/2,001 max. theaters, 7.2 weeks average run per theater",21.1,https://www.the-numbers.com/movie/Parasite-(2019-South-Korea)#tab=summary
"3,914",Carol,2015-11-20,11800000,12711491,41925420,12711491,29213929,41925420,1286628,863817,2150445,253510,8.55,16003632,2016-03-04,R,118,,"Sales Clerk,Romance,Set in New York,Dysfunctional Family,Road Trip,LGBTQ+,Romantic Drama,Relationships Gone Wrong,Closeted Homosexual,Divorcée Romance",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Weinstein Company,Film4,StudioCanal,HanWay Films,Goldcrest Films,Dirty Films,Infilm,Number 9 Films,Killer Films,Larkhark Films Limited","United Kingdom,United States",English,"November 20th, 2015 (Limited) byWeinstein Co.","November 27th, 2015 (Wide) (United Kingdom)December 3rd, 2015 (Wide) (Greece)December 10th, 2015 (Wide) (Switzerland)December 17th, 2015 (Wide) (Germany)December 17th, 2015 (Wide) (Netherlands)... Show all releases","4 opening theaters/790 max. theaters, 4.5 weeks average run per theater",30.3,https://www.the-numbers.com/movie/Carol#tab=summary
"3,916",Dirty Grandpa,2016-01-21,11500000,35593113,105078449,35593113,69485336,105078449,5758500,3805525,9564025,11111875,3.2,44357652,2016-04-26,R,97,,"Road Trip,Generational Conflict,Slobs vs. Snobs,Spring Break,Widow/Widower,Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"QED International,Lionsgate,BillBlock Media,Josephson Entertainment",United States,English,"January 22nd, 2016 (Wide) byLionsgate","January 21st, 2016 (Wide) (Hong Kong)January 21st, 2016 (Wide) (Iraq)January 21st, 2016 (Wide) (Oman)January 21st, 2016 (Wide) (Portugal)January 21st, 2016 (Wide) (Russia (CIS))... Show all releases","2,912 opening theaters/2,912 max. theaters, 4.0 weeks average run per theater",33.9,https://www.the-numbers.com/movie/Dirty-Grandpa#tab=summary
"3,925",The Fighter,2010-12-10,11000000,93617009,129262388,93617009,35645379,129262388,22677745,8108092,30785837,300010,7.71,127582162,2011-03-15,R,115,,"Boxing,Comeback,Dysfunctional Family,Addiction,2011 Oscars Best Picture Nominee,Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"Closest to the Hole,Mandeville Films,Relativity Media,Weinstein Company",United States,English,"December 10th, 2010 (Limited) byParamount PicturesDecember 17th, 2010 (Expands Wide) byParamount Pictures",,"4 opening theaters/2,534 max. theaters, 8.8 weeks average run per theater",72.4,https://www.the-numbers.com/movie/Fighter-The-(2010)#tab=summary
"3,930",If I Stay,2014-08-22,11000000,50474843,78356170,50474843,27881327,78356170,10740828,3681594,14422422,15679190,3.22,66599605,2014-11-18,PG-13,106,,"Young Adult Book Adaptation,Coming of Age,Musicians,Near Death Experience,Romance,First Love,Young Child Dealing with the Death of a Parent,Death of a Sibling,Coma,Medical and Hospitals,Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Di Novi Pictures,United States,English,"August 22nd, 2014 (Wide) byWarner Bros.","August 29th, 2014 (Wide) (Australia)","2,907 opening theaters/3,157 max. theaters, 5.4 weeks average run per theater",64.4,https://www.the-numbers.com/movie/If-I-Stay#tab=summary
"3,936",Brooklyn,2015-11-04,11000000,38322743,62076141,38322743,23753398,62076141,3652319,1323940,4976259,187281,9.71,48395732,2016-02-23,PG-13,113,,"2016 Oscars Best Picture Nominee,1950s,Set in New York City,Set in Brooklyn,Set in Coney Island,Death of a Son or Daughter,Death of a Sibling,Widow/Widower,Immigration,Christmas in November,Teachers,Voiceover/Narration,Love Triangle,Ellis Island,Prologue,Sales Clerk,Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Wildgaze Films,Finola Dwyer Productions,Parallel Films,Item 7,Ingenious Media,Bai Rte,HanWay Films,BBC Films,Telefilm Canada,Irish Film Board,Sodec,BFI","Canada,Ireland,United Kingdom",English,"November 4th, 2015 (Limited) byFox Searchlight","November 6th, 2015 (Wide) (United Kingdom)December 18th, 2015 (Wide) (Australia)December 31st, 2015 (Wide) (Greece)January 14th, 2016 (Wide) (Portugal)January 15th, 2016 (Wide) (Taiwan)... Show all releases","5 opening theaters/962 max. theaters, 10.2 weeks average run per theater",61.7,https://www.the-numbers.com/movie/Brooklyn#tab=summary
"3,938",Wind River,2017-06-16,11000000,33800859,44984979,33800859,11184120,44984979,4549984,2907450,7457434,161558,5.42,40621325,2017-10-31,R,107,Wind River,"Native Americans,Murder Mystery,FBI,Revenge,Set in Wyoming,Sex Crimes,Bigotry,Vigilante,Death of a Son or Daughter,Intertitle,Epilogue,Inspired by a True Story,Voiceover/Narration,Non-Chronological,Cabin Fever,2010s,The Past Catching up with You,Interracial Romance,Crime Drama",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Acacia Entertainment,Synergics Films,The Fyzz Facility,Riverstone Pictures,Voltage Pictures,Wild Bunch,Star Thrower Entertainment,Tunica-Biloxi Tribe of Louisiana,Savvy Media Holdings,Thunder Road Film,Film 44",United States,English,"August 4th, 2017 (Limited) byWeinstein Co.August 25th, 2017 (Expands Wide) byWeinstein Co.","June 16th, 2017 (Wide) (Australia)August 4th, 2017 (Wide), released asVėjų upė(Lithuania)August 4th, 2017 (Wide) (Russia (CIS))August 18th, 2017 (Wide) (Portugal)September 1st, 2017 (Wide) (France)... Show all releases","4 opening theaters/2,890 max. theaters, 4.9 weeks average run per theater",75.1,https://www.the-numbers.com/movie/Wind-River-(2017)#tab=summary
"3,939",Woman in Gold,2015-04-01,11000000,33307793,58586407,33307793,25278614,58586407,3196411,1021795,4218206,2091551,6.07,42592880,2015-06-23,PG-13,107,,"Nazis,World War II,Courtroom / Legal Drama,Set in Vienna,Set in Austria",Original Screenplay,Drama,Live Action,Contemporary Fiction,Origin Pictures Productions,"United Kingdom,United States",English,"April 1st, 2015 (Limited) byWeinstein Co.","April 9th, 2015 (Wide) (New Zealand)April 10th, 2015 (Wide) (Spain)April 10th, 2015 (Wide) (Turkey)April 10th, 2015 (Wide) (United Kingdom)May 21st, 2015 (Wide) (Australia)... Show all releases","258 opening theaters/2,011 max. theaters, 5.6 weeks average run per theater",56.9,https://www.the-numbers.com/movie/Woman-in-Gold#tab=summary
"3,941","I, Tonya",2017-12-08,11000000,30014534,53797409,30014534,23782875,53797409,1198248,1452544,2650792,264155,8.93,35560061,2018-03-13,R,120,,"Winter Sports,Figure Skating,Olympics,1990s,Media Circus,Biography,Dysfunctional Family,Intertitle,Based on an UNTRUE Story,Non-Chronological,Breaking the Fourth Wall,Set in Portland, Oregon,Voiceover/Narration,Child Abuse,Child Prodigy,First Love,Romance,Relationships Gone Wrong,Domestic Abuse,Underdog,Poverty,Comeback,1970s,1980s,High School Dropout,Epilogue,Scene in End Credits,Black Comedy",Based on Real Life Events,Black Comedy,Live Action,Dramatization,"Clubhouse Pictures,LuckyChap Entertainment,30 West,AI Film",United States,English,"December 8th, 2017 (Limited) byNeonJanuary 19th, 2018 (Expands Wide) byNeon","January 26th, 2018 (Wide) (Australia)January 26th, 2018 (Wide), released asAš esu Tonia(Lithuania)January 26th, 2018 (Wide) (New Zealand)February 2nd, 2018 (Wide), released asТОНЯ ПРОТИВ ВСЕХ(Russia (CIS))February 2nd, 2018 (Wide), released asJa, Tonya(Slovakia)... Show all releases","4 opening theaters/1,450 max. theaters, 5.0 weeks average run per theater",55.8,https://www.the-numbers.com/movie/I-Tonya-(2017)#tab=summary
"3,942",Saw VI,2009-10-23,11000000,27693292,69752402,27693292,42059110,69752402,11377217,2035112,13412329,14118444,1.96,39804492,2010-01-26,R,92,Saw,"Serial Killer,Slasher Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Twisted Pictures,Burg-Knoules,Hoffman",United States,English,"October 23rd, 2009 (Wide) byLionsgate",,"3,036 opening theaters/3,036 max. theaters, 3.0 weeks average run per theater",39.7,https://www.the-numbers.com/movie/Saw-VI-(2009)#tab=summary
"3,944",Fighting With My Family,2019-02-14,11000000,22958583,41503088,22958583,18544505,41503088,860765,1619606,2480371,138780,2.94,27018938,2019-04-30,PG-13,107,,"Epilogue,Sundance Film Festival 2019,Directing Yourself,Screenplay Written By the Star,Biography,Wrestling,Fictionalized Version of Yourself,Sibling Rivalry,Dysfunctional Family,Intertitle,Inspirational Sports,Scene in End Credits,Sports Comedy",Based on Real Life Events,Comedy,Live Action,Dramatization,"Film4,Misher Films,Seven Bucks Productions,WWE Studios,Metro-Goldwyn-Mayer Pictures,Ink Factory","United Kingdom,United States",English,"February 14th, 2019 (Limited) byMGMFebruary 22nd, 2019 (Expands Wide) byUnited Artists","February 27th, 2019 (Wide) (United Kingdom)March 1st, 2019 (Wide), released asСемейни кютеци(Bulgaria)March 15th, 2019 (Wide) (Australia)March 21st, 2019 (Wide) (New Zealand)March 22nd, 2019 (Wide) (Ecuador)... Show all releases","4 opening theaters/2,855 max. theaters, 4.0 weeks average run per theater",55.3,https://www.the-numbers.com/movie/Fighting-With-My-Family-(2019)#tab=summary
"3,948",Quartet,2012-12-26,11000000,18388357,56178935,18388357,37790578,56178935,2478704,429787,2908491,47122,10.32,24382096,2013-06-18,PG-13,99,,"Novel or Other Work Adapted by Author,Autumn Years,Retirement,Musicians,Singers,Relationships Gone Wrong,Comedy Drama",Based on Play,Comedy,Live Action,Contemporary Fiction,"BBC Films,DCM Productions,Headline Pictures,Finola Dwyer Productions,Decca,HanWay Films",United Kingdom,English,"January 11th, 2013 (Limited) byWeinstein Co.March 1st, 2013 (Expands Wide) byWeinstein Co.","December 26th, 2012 (Wide) (Australia)December 26th, 2012 (Wide) (New Zealand)January 1st, 2013 (Wide) (United Kingdom)January 24th, 2013 (Wide) (Germany)January 24th, 2013 (Wide) (Hungary)... Show all releases","2 opening theaters/725 max. theaters, 7.4 weeks average run per theater",32.7,https://www.the-numbers.com/movie/Quartet#tab=summary
"3,952",Inside Llewyn Davis,2013-11-06,11000000,13248209,32943247,13248209,19695038,32943247,2172806,2984625,5157431,405411,7.04,17530846,2014-03-11,R,104,,"Musicians,Big Break,Music Industry,Folk Music,Comedy Drama,1960s,Abortion,Relationships Gone Wrong,Missing Pet",Based on Factual Book/Article,Drama,Live Action,Historical Fiction,"CBS Films,StudioCanal,Anton Capital Investors",United States,English,"December 6th, 2013 (Limited) byCBS FilmsDecember 20th, 2013 (Expands Wide) byCBS Films","November 6th, 2013 (Wide) (Belgium)November 6th, 2013 (Wide) (France)November 6th, 2013 (Wide) (Switzerland)December 5th, 2013 (Wide) (Germany)December 5th, 2013 (Wide) (Netherlands)... Show all releases","4 opening theaters/729 max. theaters, 3.8 weeks average run per theater",40.2,https://www.the-numbers.com/movie/Inside-Llewyn-Davis#tab=summary
"3,956",Peeples,2013-05-10,11000000,9177065,9307166,9177065,130101,9307166,2887465,543648,3431113,4611534,1.99,12168356,2013-09-10,PG-13,95,,"African Americans,Family Reunion,Dysfunctional Family,Romance,In-Laws / Future In-Laws,Ensemble,Addiction,Rehab / Former Addict,Romantic Comedy",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Lionsgate,34th Street Films",United States,English,"May 10th, 2013 (Wide) byLionsgate",,"2,041 opening theaters/2,041 max. theaters, 2.4 weeks average run per theater",98.6,https://www.the-numbers.com/movie/Peeples-(2013)#tab=summary
"3,963",What If,2014-08-08,11000000,3493000,9814566,3493000,6321566,9814566,724939,346307,1071246,133898,4.09,4608870,2014-11-25,PG-13,97,,"Romance,Delayed Adulthood,Love Triangle,Relationships Gone Wrong",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,Entertainment One,"Canada,Ireland",English,"August 8th, 2014 (Limited) byCBS Films","January 9th, 2015 (Wide) (Hong Kong)","20 opening theaters/787 max. theaters, 2.5 weeks average run per theater",35.6,https://www.the-numbers.com/movie/What-If-(2013)#tab=summary
"3,970",La Tortue Rouge,2016-07-01,11000000,920057,6712903,920057,5792846,6712903,282361,278482,560843,21010,7.88,1105705,2017-05-02,PG,80,,"Marooned,Limited Dialogue,Romance,Animal Lead,Unnamed Character,Human Animal Transformation",Original Screenplay,Adventure,Digital Animation,Fantasy,"Why Not Productions,Wild Bunch,Studio Ghibli,CN4 Productions,Arte France Cinema,Belvision,Eurimages,Canal Plus,Cine Plus,ARTE France,Region Poitou-Charentes,Department de la Charente,Region Wallonne,Fondation Gan pour le cinema,Cinemage 9,Palatine Etoile 11,Palatine Etoile 12,BNP Paribas Film Fund","Belgium,France,Japan",Silent,"January 20th, 2017 (Limited) bySony Pictures Classics, released asThe Red Turtle","July 1st, 2016 (Wide) (France)July 7th, 2016 (Wide) (Netherlands)September 23rd, 2016 (Limited), released asThe Red Turtle(Australia)December 2nd, 2016 (Wide), released asČervená želva(Czech Republic)January 13th, 2017 (Wide) (Spain)... Show all releases","3 opening theaters/127 max. theaters, 4.3 weeks average run per theater",13.7,https://www.the-numbers.com/movie/Tortue-Rouge-La-(France)#tab=summary
"3,971",Vox Lux,2018-12-07,11000000,727119,1444119,727119,717000,1444119,34453,87027,121480,155714,2.98,860406,2019-03-05,R,112,,"Singers,Music Industry,Comeback,1990s,Same Role, Multiple Actors,Celebrity Worship,Terrorism",Original Screenplay,Musical,Live Action,Historical Fiction,"Bold Films,Killer Films,Andrew Lauren Productions,Three Six Zero",United States,English,"December 7th, 2018 (Limited) byNeon","January 11th, 2019 (Wide) (Portugal)February 22nd, 2019 (Wide) (Australia)March 7th, 2019 (Wide), released asВОКС ЛЮКС(Russia (CIS))April 19th, 2019 (Wide) (Argentina)April 19th, 2019 (Wide) (Netherlands)... Show all releases","6 opening theaters/325 max. theaters, 1.4 weeks average run per theater",50.4,https://www.the-numbers.com/movie/Vox-Lux-(2018)#tab=summary
"3,976",LOL,2012-05-04,11000000,46000,10477506,46000,10431506,10477506,4647145,295205,4942350,46000,1,62287,2012-07-31,PG-13,97,,"Foreign-Language Remake,Director Remaking Their Own Movie,Coming of Age,Children Dealing with Divorce,Voiceover/Narration,Relationships Gone Wrong,Infidelity,Intertitle,Hot for Teacher,Musicians,Single Parent,Romance,Divorcée Romance,Internet",Remake,Comedy,Live Action,Contemporary Fiction,"Lionsgate,Mandate Pictures,Double Feature Films",United States,English,"May 4th, 2012 (Limited) byLionsgate",,"105 opening theaters/105 max. theaters, 1.0 weeks average run per theater",0.4,https://www.the-numbers.com/movie/LOL#tab=summary
"3,981",Saw V,2008-10-24,10800000,56746769,118209778,56746769,61463009,118209778,28159455,662995,28822450,30053954,1.89,85199191,2009-01-20,R,92,Saw,"Serial Killer,Slasher Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Twisted Pictures,Burg-Knoules,Hoffman",United States,English,"October 24th, 2008 (Wide) byLionsgate",,"3,060 opening theaters/3,084 max. theaters, 3.9 weeks average run per theater",48,https://www.the-numbers.com/movie/Saw-V-(2008)#tab=summary
"3,991",The Last Days on Mars,2013-12-06,10600000,24084,261364,24084,237280,261364,403785,304473,708258,4608,2.84,31920,2014-03-04,R,98,,"Space Program,Set on Mars,Zombies,Search for Extraterrestrial Life",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,Magnet Films,United Kingdom,English,"December 6th, 2013 (Limited) byMagnolia Pictures",,"3 opening theaters/13 max. theaters, 1.7 weeks average run per theater",9.2,https://www.the-numbers.com/movie/Last-Days-on-Mars-The#tab=summary
"3,995",Les gardiennes,2017-12-08,10500000,177331,4942337,177331,4765006,4942337,30111,19175,49286,7479,12.71,209833,2018-09-11,R,135,,"Life on a Farm,Set in France,World War I,Orphan,1910s,Pregnant Women,Widow/Widower,Voiceover/Narration,Fired,Family Affair,Relatives Playing Relatives",Original Screenplay,Drama,Live Action,Historical Fiction,"Les Films du Worso,Rita Productions,Pathe,Orange Studio,France 3 Cinema,KNM,Versus Entertainment,Radio Television Suisse,Canal Plus,Cine Plus,France Television,Cofinova 13,Soficinema 13,Indefilms 5,Cinefeel 3",France,French,"May 4th, 2018 (Limited) byMusic Box Films, released asThe Guardians","December 8th, 2017 (Wide), released asLes Gardiennes(France)March 9th, 2018 (Wide), released asLes Gardiennes(Netherlands)June 8th, 2018 (Wide), released asAs Guardiãs(Portugal)June 22nd, 2018 (Wide), released asLas Guardianas(Spain)August 17th, 2018 (Limited), released asThe Guardians(United Kingdom)... Show all releases","1 opening theaters/10 max. theaters, 7.7 weeks average run per theater",3.6,https://www.the-numbers.com/movie/Gardiennes-Les-(France)#tab=summary
